Date	Source	Headline	URL	Country	Reach
14-May-19	Goulburn Post (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.goulburnpost.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5nb3VsYnVybnBvc3QuY29tLmF1In0.W4YpjuLBeZ98V9xGLZkhkz_sN3EE-J8jtOzWopTm5Bd9b6anj35SMkaeE3GOqi9XpJJWP0yfrREgRDb2gO8wxg	AU	9617
14-May-19	The Recorder (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.portpirierecorder.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3183
14-May-19	Liverpool City Champion (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.liverpoolchampion.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3476
14-May-19	The Courier (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.thecourier.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy50aGVjb3VyaWVyLmNvbS5hdSJ9.d0GIdzvOWkiMw0s5jT6Cy1510FvaIBp3mxiYCqv5uZyeem-NlOK3dUYjcHpi94RGjbGkYxV4HgxfGljfpgdnhg	AU	66962
14-May-19	Illawarra Mercury (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.illawarramercury.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5pbGxhd2FycmFtZXJjdXJ5LmNvbS5hdSJ9.JxHtkdrRjPlVewiEaRYwGBG5zYRKu0o_-J9YYi3eoYYz1i_Crr9m1aL7uzQb22yNFALEN17SjmfEUTwsH3hfaQ	AU	84544
14-May-19	Eastern Riverina Chronicle (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.easternriverinachronicle.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5lYXN0ZXJucml2ZXJpbmFjaHJvbmljbGUuY29tLmF1In0.0sbm5dJtwS7s98jG7Y4Sc07TJ_pdP36WNcEc-Rh6Cuj7OKm6mur4WrGjL07dX6fKDLrh8mlJhBbyuxuH7TykJQ	AU	103
14-May-19	Port Lincoln Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.portlincolntimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4807
14-May-19	The Flinders News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.theflindersnews.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3655
14-May-19	Great Lakes Advocate (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.greatlakesadvocate.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5ncmVhdGxha2VzYWR2b2NhdGUuY29tLmF1In0.VZ0MFxJgwNWQeFxbrNVf0pjJNRMGNi8SQkUhMbYSo40xaABKcv3RMQ5haQ9tEmxglE6H6p_kGUby8_RTCVDvMw	AU	3148
14-May-19	Australian Senior (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.thesenior.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	11911
14-May-19	Goondiwindi Argus (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.goondiwindiargus.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	724
14-May-19	The Advocate (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.theadvocate.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=newsLtd&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy50aGVhZHZvY2F0ZS5jb20uYXUifQ.UYe7t5JhOkzUTDBQs0KKSpnrUF4H4uDw-1PMEN41Vk_7ENEbhOAmttUOQZmQNkS-agOlJKEvORfcjTgDEZ4Vew	AU	29202
14-May-19	Barossa Herald (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.barossaherald.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4648
14-May-19	Western Advocate (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.westernadvocate.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy53ZXN0ZXJuYWR2b2NhdGUuY29tLmF1In0.Nspzgx7ErnCJyfOL7AcXXfgzIfkxVgJCG8Bvu5SlaQ4Qv0LlB8qu8iG1DkjUI9rdW2IMxnsi693uNe9DjDZguQ	AU	15488
14-May-19	Guardian News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.nambuccaguardian.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	5005
14-May-19	Manning River Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.manningrivertimes.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5tYW5uaW5ncml2ZXJ0aW1lcy5jb20uYXUifQ.MLAsMZZJ3dglvkIFWtflP18IrAVh_N6Xd1Jll0dlzrZ-p1sH0YmJLZXsYm93Ufw0EqbdJ4KqEVjjX3IDMaUDyA	AU	11216
14-May-19	Inverell Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.inverelltimes.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5pbnZlcmVsbHRpbWVzLmNvbS5hdSJ9.rJ73IjG-d-HhDLrfs7cKN_zxNIe_P5r0vw_Fe8heHOVrBkmA6eYQcHTuZzi_MiuE59nC2SogAd1mt7J-H04F1A	AU	2517
14-May-19	Hawkesbury Gazette (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.hawkesburygazette.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	8119
14-May-19	St George & Sutherland Shire Leader (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.theleader.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	31547
14-May-19	Southern Highland News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.southernhighlandnews.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5zb3V0aGVybmhpZ2hsYW5kbmV3cy5jb20uYXUifQ.aCS91u9l_CMqdZ6hOAqs97fSVf-A2AItcmPXK_P_ukePTTUEbXlWIEaA1-bfaIvbtpgXoebBu8LY7NjL8sfSYA	AU	6317
14-May-19	Merimbula News	Half of popular websites vulnerable: study	https://www.merimbulanewsweekly.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2316
14-May-19	Canowindra News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.canowindranews.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	460
14-May-19	Newcastle Herald (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.theherald.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy50aGVoZXJhbGQuY29tLmF1In0.TtuLfqccJzqyISDyQRRuWTEYQSBM9v_meXNNyBIrR4Dq12CDUey7STkI3emhYgehcemsMu0ng4F2Ck5wP0cIwA	AU	136949
14-May-19	Dungog Chronicle (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.dungogchronicle.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1836
14-May-19	The Examiner (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.examiner.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5leGFtaW5lci5jb20uYXUifQ.s4c9y42IqnKzEzNk8rixeTn44ZNjA2YbISlqMa7V8rPsMxyUDlXMl9WM83nK0TvEAQPj1f2KqernVpkNMzk3ZA	AU	45497
14-May-19	The Riverina Leader (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.riverinaleader.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	669
14-May-19	The Standard (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.standard.net.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5zdGFuZGFyZC5uZXQuYXUifQ.eqfgRA5iBM6ljnTH9hwU4q3Mbs1cjs4IxRPcLDb3qA9FkIjs4GxJRvqJxWj_EdtMIHUheHQqCSQyrS6e9_CAow	AU	22882
14-May-19	The Northern Daily Leader (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.northerndailyleader.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5ub3J0aGVybmRhaWx5bGVhZGVyLmNvbS5hdSJ9.785WrvtNqzE0u8RapuBcv_xTwG0iNLr9fANvIBJTfsKEeMFi9nldcFRUn3TyTGGzsezN3ZnRqu5AmQgOzKgMRQ	AU	27139
14-May-19	Moree Champion (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.moreechampion.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4670
14-May-19	Whyalla News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.whyallanewsonline.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3979
14-May-19	Daily Liberal (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.dailyliberal.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5kYWlseWxpYmVyYWwuY29tLmF1In0.HOPgo72NBBPLcjz4KTJSWdb01R62qtk9PpyPGxda_ojprUJQ5EeEOyrtgZlBG8IBd9qxkkbeqlZ6xYs9NHuOEA	AU	13246
14-May-19	The Young Witness (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.youngwitness.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2327
14-May-19	The Times - On The Coast (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.victorharbortimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3298
14-May-19	Redland City Bulletin	Half of popular websites vulnerable: study	https://www.redlandcitybulletin.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	8849
14-May-19	Camden Haven Courier (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.camdencourier.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	4239
14-May-19	Bunbury Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.bunburymail.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3717
14-May-19	Grenfell Record (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.grenfellrecord.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	379
14-May-19	Nyngan Observer (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.nynganobserver.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3412
14-May-19	Coly Point Observer (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.colypointobserver.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	37
14-May-19	Glen Innes Examiner (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.gleninnesexaminer.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3176
14-May-19	Border Chronicle (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.borderchronicle.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	861
14-May-19	Coastal Leader (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.coastalleader.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1055
14-May-19	The Daily Advertiser (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.dailyadvertiser.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5kYWlseWFkdmVydGlzZXIuY29tLmF1In0.hU1El3ZLGS9q7boFOP75Ni62YZ8T2xbB-vJQxqFMhp5Q2eqRDIMoaQ5yHrdklXSnnU-twBpEtUwc8lvpiWAmZQ	AU	11600
14-May-19	Harden Murrumburrah Express (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.hardenexpress.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5oYXJkZW5leHByZXNzLmNvbS5hdSJ9.-NP1SMlQO22WGDr7TY644g_ak6jg4zGpM82CTymJlKpHY2-EzA_-dXyDmk5MHJZuijK_XloUbmT4SHydmLPk8Q	AU	186
14-May-19	Oberon Review (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.oberonreview.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1630
14-May-19	Lakes Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.lakesmail.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3437
14-May-19	Walcha News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.walchanewsonline.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	778
14-May-19	Wingham Chronicle (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.winghamchronicle.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1241
14-May-19	Muswellbrook Chronicle (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.muswellbrookchronicle.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3037
14-May-19	Southern Cross (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.juneesoutherncross.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5qdW5lZXNvdXRoZXJuY3Jvc3MuY29tLmF1In0.LSqAFy9KkFIT1_BtZ4Y2if7RbrdYQgwb4cxluzRxSPB2ipEhu8tWk70TkeOHJ9br8LWbPxlQH3zyOupP1w1QDA	AU	289
14-May-19	Cowra Guardian (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.cowraguardian.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	6029
14-May-19	Narooma News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.naroomanewsonline.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	3429
14-May-19	Cessnock Advertiser (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.cessnockadvertiser.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	5076
14-May-19	Bombala Times (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.bombalatimes.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2589
14-May-19	Gloucester Advocate (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.gloucesteradvocate.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1194
14-May-19	South Coast Register (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.southcoastregister.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5zb3V0aGNvYXN0cmVnaXN0ZXIuY29tLmF1In0.h-dk4ozKEhlRgZBcpqjU-xfLbm3pMIutt2pW-PC-nt2d4Y0EVOIOxuNatjXQ1hnWIsB0Hv5qhZzJIEl_8wC8Kg	AU	12718
14-May-19	Town & Country Magazine (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.townandcountrymagazine.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	96
14-May-19	The Guyra Argus (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.guyraargus.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	508
14-May-19	Bega District News (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://app.meltwater.com/mwTransition?url=https%3A%2F%2Fwww.begadistrictnews.com.au%2Fstory%2F6122375%2Fhalf-of-popular-websites-vulnerable-study%2F&urlCategories=afr&analytics=false&transitionToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJob3N0bmFtZSI6Ind3dy5iZWdhZGlzdHJpY3RuZXdzLmNvbS5hdSJ9.pI0r6eZWMg-qi3how2COcZLLNYlP-YgjbELyIJ14ytG4wK9M7aKc5841id9sHP3bOTop5sfsGSYsfJwMp-TPtA	AU	6775
14-May-19	Tenterfield Star (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.tenterfieldstar.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2024
14-May-19	Wauchope Gazette (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.wauchopegazette.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1667
14-May-19	The Queanbeyan Age (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.queanbeyanagechronicle.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	909
14-May-19	Eyre Peninsula Tribune (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.eyretribune.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	653
14-May-19	West Coast Sentinel (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.westcoastsentinel.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	1105
14-May-19	The Esperance Express (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.esperanceexpress.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2438
14-May-19	Augusta Margaret River Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.margaretrivermail.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	2935
14-May-19	Donnybrook-Bridgetown Mail (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://www.donnybrookmail.com.au/story/6122375/half-of-popular-websites-vulnerable-study/	AU	319
14-May-19	The West Australian (Licensed by Copyright Agency)	Half of popular websites vulnerable: study	https://thewest.com.au/technology/half-of-popular-websites-vulnerable-study-ng-s-1943613	AU	647789
14-May-19	Chilli 90.1fm	Half of popular websites vulnerable: study	https://www.chillifm.com.au/news/national-news/119439-half-of-popular-websites-vulnerable-study	AU	920
14-May-19	95.5 K-Rock	Half of popular websites vulnerable: study	https://www.krock.com.au/news/current-events/100601-half-of-popular-websites-vulnerable-study	AU	1768
14-May-19	2ST	Half of popular websites vulnerable: study	https://www.2st.com.au/news/national-news/134168-half-of-popular-websites-vulnerable-study	AU	2730
14-May-19	Star 1063 Townsville	Half of popular websites vulnerable: study	https://www.star1063.com.au/news/national-news/139771-half-of-popular-websites-vulnerable-study	AU	2428
14-May-19	5MU: 1125	Half of popular websites vulnerable: study	https://www.5mu.com.au/news/national-news/92043-half-of-popular-websites-vulnerable-study	AU	1292
14-May-19	107.7 Sea FM Devonport	Half of popular websites vulnerable: study	https://devonport.seafmtas.com.au/news-menu/national-news/248472-half-of-popular-websites-vulnerable-study	AU	1091
14-May-19	101.7 Sea FM Burnie	Half of popular websites vulnerable: study	https://burnie.seafmtas.com.au/news-menu/national-news/87068-half-of-popular-websites-vulnerable-study	AU	1091
14-May-19	Yahoo! New Zealand - News	Half of popular websites vulnerable: study	https://nz.news.yahoo.com/half-popular-websites-vulnerable-study-173130849--spt.html	NZ	28513
14-May-19	Seven News	Half of popular websites vulnerable: study	https://7news.com.au/technology/half-of-popular-websites-vulnerable-study-c-110327	NZ	28513
14-May-19	Daily Mail Australia 	Half of popular websites vulnerable: study	https://www.dailymail.co.uk/wires/aap/article-7024567/Half-popular-websites-vulnerable-study.html	AU	N/A
14-May-19	InnovationAus	The trust crisis in web standards	https://www.innovationaus.com/2019/05/The-trust-crisis-in-web-standards	AU	N/A
14-May-19	CSIROscope	Web of worries: are you unknowingly loading malicious content from “trusted” sites?	https://blog.csiro.au/web-of-worries-are-you-unknowingly-loading-malicious-content-from-trusted-sites/	AU	N/A
